species,speciesno,trayplacement,assignedrandomsamples,block,soil,trtno,newno,rep,treatment,feedstock,temperature,plantednumber,harvest live,percentemerged,aspercent,harvesttotalliveanddead,shootdw,shootdwplant,log10 shootdwplant,pH,EC,log10 EC,P,log10 P,Extra comments 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,105,69,bottom,Norfolk,6,25,2,55-350,55,350,25,25,100,1.570796327,25,0.022,0.00088,-3.055517328,6.73,281,2.44870632,16.779,1.224766074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,132,51,bottom,Norfolk,7,26,2,82-350,82,350,25,17,68,0.96953211,17,0.0129,0.000758824,-3.119859211,6.43,172,2.235528447,6.26463,0.796895426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,149,73,bottom,Norfolk,8,27,2,PC-500,PC,500,25,25,100,1.570796327,25,0.026,0.00104,-2.982966661,6.71,78,1.892094603,3.08761,0.489622439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,124,74,bottom,Norfolk,9,28,2,PL-500,PL,500,25,24,96,1.369438406,24,0.0236,0.000983333,-3.007299239,7.3,459,2.661812686,36.89325,1.566946915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,152,22,bottom,Norfolk,10,29,2,SS-500,SS,500,25,24,96,1.369438406,24,0.0238,0.000991667,-3.003634285,5.12,183,2.26245109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,89,11,bottom,Norfolk,11,30,2,SG-500,SG,500,25,23,92,1.284039775,23,0.0198,0.00086087,-3.065062646,6.27,88,1.944482672,3.26267,0.51357315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,130,13,bottom,Norfolk,12,31,2,55-500,55,500,25,22,88,1.217054721,22,0.0171,0.000777273,-3.10942657,6.55,255,2.40654018,17.55865,1.244491122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,118,8,bottom,Norfolk,13,32,2,82-500,82,500,25,23,92,1.284039775,23,0.0216,0.00093913,-3.027274085,6.64,152,2.181843588,8.24387,0.916131135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,108,59,bottom,Norfolk,14,33,2,PC-700,PC,700,25,25,100,1.570796327,25,0.0243,0.000972,-3.012333735,6.63,86,1.934498451,3.158895,0.49953519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,95,70,bottom,Norfolk,15,34,2,PL-700,PL,700,25,25,100,1.570796327,25,0.0226,0.000904,-3.04383157,7.45,324,2.51054501,29.3059,1.466955063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,147,27,bottom,Norfolk,16,35,2,SS-700,SS,700,25,24,96,1.369438406,24,0.0224,0.000933333,-3.029963223,6.67,155,2.190331698,55.4572,1.743957939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,138,29,bottom,Norfolk,17,36,2,SG-700,SG,700,25,25,100,1.570796327,25,0.0265,0.00106,-2.974694135,6.36,92,1.963787827,3.42871,0.535130754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,106,47,bottom,Norfolk,18,37,2,55-700,55,700,25,24,96,1.369438406,24,0.0226,0.000941667,-3.026102803,7.31,245,2.389166084,17.662425,1.247050331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,148,9,bottom,Norfolk,19,38,2,82-700,82,700,25,23,92,1.284039775,23,0.0212,0.000921739,-3.035391975,7,120,2.079181246,7.351405,0.866370349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,46,10,top,Coxville,1,1,1,Control,,,25,25,100,1.570796327,25,0.0242,0.000968,-3.014124643,5.37,190,2.278753601,12.13278,1.083960323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,14,70,top,Coxville,2,2,1,PC-350,PC,350,25,24,96,1.369438406,24,0.0191,0.000795833,-3.099177874,5.1,205,2.311753861,12.55162,1.098699783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,67,64,top,Coxville,3,3,1,PL-350,PL,350,25,24,96,1.369438406,24,0.025,0.001041667,-2.982271233,5.78,498,2.697229343,37.36789,1.572498576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,20,48,top,Coxville,4,4,1,SS-350,SS,350,25,25,100,1.570796327,25,0.0228,0.000912,-3.040005162,5.83,326,2.5132176,48.36244,1.684508204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,50,59,top,Coxville,5,5,1,SG-350,SG,350,25,24,96,1.369438406,24,0.0228,0.00095,-3.022276395,5.25,194,2.28780173,11.92336,1.076398657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,10,21,top,Coxville,6,6,1,55-350,55,350,25,25,100,1.570796327,25,0.0227,0.000908,-3.041914151,5.55,335,2.525044807,25.32624,1.403570718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,22,55,top,Coxville,7,7,1,82-350,82,350,25,25,100,1.570796327,25,0.0218,0.000872,-3.059483515,5.16,265,2.423245874,15.90234,1.201461035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,4,52,top,Coxville,8,8,1,PC-500,PC,500,25,25,100,1.570796327,25,0.022,0.00088,-3.055517328,5.34,210,2.322219295,12.55162,1.098699783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,6,71,top,Coxville,9,9,1,PL-500,PL,500,25,23,92,1.284039775,23,0.0238,0.001034783,-2.985150879,6.11,518,2.71432976,42.39397,1.627304088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,40,3,top,Coxville,10,10,1,SS-500,SS,500,25,25,100,1.570796327,25,0.023,0.00092,-3.036212173,5.8,348,2.541579244,57.1718,1.757181866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,16,34,top,Coxville,11,11,1,SG-500,SG,500,25,25,100,1.570796327,25,0.0218,0.000872,-3.059483515,5.5,211,2.324282455,11.9339,1.076782394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,39,31,top,Coxville,12,12,1,55-500,55,500,25,24,96,1.369438406,24,0.0188,0.000783333,-3.106053392,5.78,361,2.557507202,25.87995,1.412963433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,7,38,top,Coxville,13,13,1,82-500,82,500,25,24,96,1.369438406,24,0.0191,0.000795833,-3.099177874,5.58,225,2.352182518,15.6806,1.195362676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,44,46,top,Coxville,14,14,1,PC-700,PC,700,25,22,88,1.217054721,22,0.0184,0.000836364,-3.077604858,5.22,182,2.260071388,12.870575,1.10959795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,33,60,top,Coxville,15,15,1,PL-700,PL,700,25,25,100,1.570796327,25,0.0242,0.000968,-3.014124643,5.96,534,2.727541257,38.9934,1.590991105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,23,19,top,Coxville,16,16,1,SS-700,SS,700,25,25,100,1.570796327,25,0.0214,0.000856,-3.067526235,5.76,258,2.411619706,61.7511,1.790644698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,17,62,top,Coxville,17,17,1,SG-700,SG,700,25,24,96,1.369438406,24,0.0212,0.000883333,-3.053875381,5.15,176,2.245512668,12.3502,1.091673991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,18,32,top,Coxville,18,18,1,55-700,55,700,25,24,96,1.369438406,24,0.0241,0.001004167,-2.998194199,5.66,320,2.505149978,27.337,1.436750853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,2,37,top,Coxville,19,19,1,82-700,82,700,25,25,100,1.570796327,25,0.0213,0.000852,-3.069560405,5.56,185,2.267171728,15.2643,1.183676893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,28,65,top,Norfolk,1,20,1,Control,,,25,21,84,1.159279481,21,0.019,0.000904762,-3.043465694,6.45,94,1.973127854,3.02572,0.480828736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,63,17,top,Norfolk,2,21,1,PC-350,PC,350,25,24,96,1.369438406,24,0.0211,0.000879167,-3.055928786,6.7,92,1.963787827,3.06698,0.486710944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,3,49,top,Norfolk,3,22,1,PL-350,PL,350,25,25,100,1.570796327,25,0.025,0.001,-3,7.24,533,2.726727209,29.7759,1.473864897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,25,41,top,Norfolk,4,23,1,SS-350,SS,350,25,25,100,1.570796327,25,0.0204,0.000816,-3.088309841,6.81,210,2.322219295,44.11375,1.644573978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,9,53,top,Norfolk,5,24,1,SG-350,SG,350,25,25,100,1.570796327,25,0.0223,0.000892,-3.049635146,5.88,92,1.963787827,3.31454,0.520423264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,12,46,top,Norfolk,6,25,1,55-350,55,350,25,24,96,1.369438406,24,0.022,0.000916667,-3.037788561,6.56,268,2.428134794,17.50105,1.243064106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,1,20,top,Norfolk,7,26,1,82-350,82,350,25,24,96,1.369438406,24,0.0194,0.000808333,-3.092409512,6.72,138,2.139879086,5.91392,0.771875445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,60,63,top,Norfolk,8,27,1,PC-500,PC,500,25,24,96,1.369438406,24,0.0233,0.000970833,-3.012855321,6.26,86,1.934498451,3.10824,0.492514545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,41,43,top,Norfolk,9,28,1,PL-500,PL,500,25,25,100,1.570796327,25,0.0235,0.00094,-3.026872146,7.54,317,2.501059262,35.03655,1.544521335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,56,1,top,Norfolk,10,29,1,SS-500,SS,500,25,24,96,1.369438406,24,0.0226,0.000941667,-3.026102803,6.8,259,2.413299764,60.102,1.778888924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,26,19,top,Norfolk,11,30,1,SG-500,SG,500,25,25,100,1.570796327,25,0.0216,0.000864,-3.063486258,6.5,97,1.986771734,3.30418,0.519063698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,5,38,top,Norfolk,12,31,1,55-500,55,500,25,24,96,1.369438406,24,0.0223,0.000929167,-3.031906379,7.24,174,2.240549248,19.322825,1.286070621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,15,60,top,Norfolk,13,32,1,82-500,82,500,25,19,76,1.058823639,19,0.0169,0.000889474,-3.050866896,6.33,115,2.06069784,7.891035,0.89713397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,53,52,top,Norfolk,14,33,1,PC-700,PC,700,25,24,96,1.369438406,24,0.0196,0.000816667,-3.08795517,6.05,86,1.934498451,3.05512,0.485028273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,34,16,top,Norfolk,15,34,1,PL-700,PL,700,25,25,100,1.570796327,25,0.0263,0.001052,-2.97798426,7.27,272,2.434568904,28.0606,1.448096953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,58,64,top,Norfolk,16,35,1,SS-700,SS,700,25,25,100,1.570796327,25,0.0167,0.000668,-3.175223538,6.46,135,2.130333768,52.1364,1.71714104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,11,36,top,Norfolk,17,36,1,SG-700,SG,700,25,23,92,1.284039775,23,0.0196,0.000852174,-3.069471765,6.15,84,1.924279286,3.657015,0.563126742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,13,57,top,Norfolk,18,37,1,55-700,55,700,25,23,92,1.284039775,23,0.0197,0.000856522,-3.06726161,7.01,263,2.419955748,17.039775,1.231463856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,49,75,top,Norfolk,19,38,1,82-700,82,700,25,24,96,1.369438406,24,0.0211,0.000879167,-3.055928786,6.36,117,2.068185862,7.45518,0.872458134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,70,43,top,Coxville,1,1,2,Control,,,25,23,92,1.284039775,23,0.0146,0.000634783,-3.19737498,5.16,229,2.359835482,12.23749,1.08769235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,31,20,top,Coxville,2,2,2,PC-350,PC,350,25,24,96,1.369438406,24,0.0214,0.000891667,-3.049797468,5.05,260,2.414973348,14.22698,1.153112721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,69,6,top,Coxville,3,3,2,PL-350,PL,350,25,24,96,1.369438406,24,0.0211,0.000879167,-3.055928786,5.79,528,2.722633923,34.3313,1.535690249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,21,65,top,Coxville,4,4,2,SS-350,SS,350,25,25,100,1.570796327,25,0.0232,0.000928,-3.032452024,5.7,361,2.557507202,50.24722,1.701112039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryegrass,7,55,66,top,Coxville,5,5,2,SG-350,SG,350,25,25,100,1.570796327,25,0.0186,0.000744,-3.128427064,5.26,218,2.338456494,11.92336,1.076398657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
